Governo,Ministro,nome,cognome,gender,legislatura
IV Governo Fanfani,Ministro dei Trasporti,BERNARDO,MATTARELLA,male,legislatura 03
IV Governo Fanfani,Ministro dei Trasporti e dell'Aviazione Civile,BERNARDO,MATTARELLA,male,legislatura 03
I Governo Leone,Ministro dell'Agricoltura e Foreste,BERNARDO,MATTARELLA,male,legislatura 04
V Governo De Gasperi,Ministro di Grazia e Giustizia,GIUSEPPE,GRASSI,male,legislatura 01
II Governo Fanfani,Ministro senza Portafoglio,GIULIO,PASTORE,male,legislatura 03
II Governo Segni,Ministro senza Portafoglio,GIULIO,PASTORE,male,legislatura 03
I Governo Tambroni,MInistro senza Portafoglio,GIULIO,PASTORE,male,legislatura 03
III Governo Fanfani,Ministro senza Portafoglio,GIULIO,PASTORE,male,legislatura 03
IV Governo Fanfani,MInistro senza Portafoglio,GIULIO,PASTORE,male,legislatura 03
I Governo Leone,Ministro senza Portafoglio,GIULIO,PASTORE,male,legislatura 04
II Governo Fanfani,Ministro delle Poste e Telecomunicazioni,ALBERTO,SIMONINI,male,legislatura 03
V Governo De Gasperi,Ministro per l'Africa Italiana,ALCIDE,DE GASPERI,male,legislatura 01
II Governo Fanfani,Ministro dei Trasporti,ARMANDO,ANGELINI,male,legislatura 03
II Governo Segni,Ministro dei Trasporti,ARMANDO,ANGELINI,male,legislatura 03
I Governo Tambroni,Ministro senza Portafoglio,ARMANDO,ANGELINI,male,legislatura 03
II Governo Segni,Ministro senza Portafoglio,GIUSEPPE MARIA,BETTIOL,male,legislatura 03
II Governo Fanfani,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male,legislatura 03
II Governo Segni,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male,legislatura 03
I Governo Tambroni,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male,legislatura 03
III Governo Fanfani,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male,legislatura 03
V Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,male,legislatura 01
II Governo Segni,Ministro della Marina Mercantile,ANGELO RAFFAELE,JERVOLINO,male,legislatura 03
I Governo Tambroni,Ministro della Marina Mercantile,ANGELO RAFFAELE,JERVOLINO,male,legislatura 03
III Governo Fanfani,Ministro della Marina Mercantile,ANGELO RAFFAELE,JERVOLINO,male,legislatura 03
IV Governo Fanfani,Ministro della Sanità,ANGELO RAFFAELE,JERVOLINO,male,legislatura 03
I Governo Leone,Ministro della Sanità,ANGELO RAFFAELE,JERVOLINO,male,legislatura 04
V Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,ANGELO RAFFAELE,JERVOLINO,male,legislatura 01
IV Governo Fanfani,Ministro degli Affari Esteri,ATTILIO,PICCIONI,male,legislatura 03
I Governo Leone,Ministro degli Affari Esteri,ATTILIO,PICCIONI,male,legislatura 04
III Governo Fanfani,Ministro senza Portafoglio,ATTILIO,PICCIONI,male,legislatura 03
IV Governo Fanfani,MInistro senza Portafoglio,ATTILIO,PICCIONI,male,legislatura 03
V Governo De Gasperi,Ministro senza Portafoglio,ATTILIO,PICCIONI,male,legislatura 01
V Governo De Gasperi,Ministro della Marina Mercantile,GIUSEPPE,SARAGAT,male,legislatura 01
III Governo Fanfani,Ministro dell'Interno,MARIO,SCELBA,male,legislatura 03
V Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,male,legislatura 01
II Governo Fanfani,Ministro del Tesoro,GIULIO,ANDREOTTI,male,legislatura 03
II Governo Segni,Ministro della Difesa,GIULIO,ANDREOTTI,male,legislatura 03
I Governo Tambroni,Ministro della Difesa,GIULIO,ANDREOTTI,male,legislatura 03
III Governo Fanfani,Ministro della Difesa,GIULIO,ANDREOTTI,male,legislatura 03
IV Governo Fanfani,Ministro della Difesa,GIULIO,ANDREOTTI,male,legislatura 03
I Governo Leone,Ministro della Difesa,GIULIO,ANDREOTTI,male,legislatura 04
II Governo Fanfani,Ministro della Marina Mercantile,GIUSEPPE,SPATARO,male,legislatura 03
II Governo Segni,Ministro delle Poste e Telecomunicazioni,GIUSEPPE,SPATARO,male,legislatura 03
I Governo Tambroni,Ministro dell'Interno,GIUSEPPE,SPATARO,male,legislatura 03
III Governo Fanfani,Ministro dei Trasporti,GIUSEPPE,SPATARO,male,legislatura 03
II Governo Segni,Ministro delle Finanze,PAOLO EMILIO,TAVIANI,male,legislatura 03
I Governo Tambroni,Ministro del Tesoro,PAOLO EMILIO,TAVIANI,male,legislatura 03
III Governo Fanfani,Ministro del Tesoro,PAOLO EMILIO,TAVIANI,male,legislatura 03
IV Governo Fanfani,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,male,legislatura 03
II Governo Fanfani,Ministro dei Lavori Pubblici,GIUSEPPE,TOGNI,male,legislatura 03
II Governo Segni,Ministro dei Lavori Pubblici,GIUSEPPE,TOGNI,male,legislatura 03
I Governo Tambroni,Ministro dei Lavori Pubblici,GIUSEPPE,TOGNI,male,legislatura 03
I Governo Leone,Ministro dell'Industria e Commercio,GIUSEPPE,TOGNI,male,legislatura 04
V Governo De Gasperi,Ministro senza Portafoglio,ALBERTO,GIOVANNINI,male,legislatura 01
IV Governo Fanfani,Ministro della Marina Mercantile,GINO,MACRELLI,male,legislatura 03
I Governo Tambroni,Ministro delle Poste e Telecomunicazioni,ANTONIO,MAXIA,male,legislatura 03
II Governo Fanfani,Ministro della Difesa,ANTONIO,SEGNI,male,legislatura 03
II Governo Segni,Ministro dell'Interno,ANTONIO,SEGNI,male,legislatura 03
I Governo Tambroni,Ministro degli Affari Esteri,ANTONIO,SEGNI,male,legislatura 03
III Governo Fanfani,Ministro degli Affari Esteri,ANTONIO,SEGNI,male,legislatura 03
IV Governo Fanfani,Ministro degli Affari Esteri,ANTONIO,SEGNI,male,legislatura 03
V Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,male,legislatura 01
V Governo De Gasperi,Ministro dell'Industria e Commercio,GIOVANNI BATTISTA,BERTONE,male,legislatura 01
V Governo De Gasperi,Ministro del Commercio con l'Estero,GIOVANNI BATTISTA,BERTONE,male,legislatura 01
V Governo De Gasperi,Ministro senza Portafoglio,GIOVANNI,PORZIO,male,legislatura 01
V Governo De Gasperi,Ministro degli Affari Esteri,CARLO,SFORZA,male,legislatura 01
III Governo Fanfani,Ministro senza Portafoglio,TIZIANO,TESSITORI,male,legislatura 03
II Governo Segni,Ministro del Turismo e Spettacolo,UMBERTO,TUPINI,male,legislatura 03
I Governo Tambroni,Ministro del Turismo e Spettacolo,UMBERTO,TUPINI,male,legislatura 03
V Governo De Gasperi,Ministro dei Lavori Pubblici,UMBERTO,TUPINI,male,legislatura 01
II Governo Segni,Ministro senza Portafoglio,UMBERTO,TUPINI,male,legislatura 03
V Governo De Gasperi,Ministro delle Finanze,EZIO,VANONI,male,legislatura 01
V Governo De Gasperi,Ministro del Commercio con l'Estero,CESARE,MERZAGORA,male,legislatura 01
IV Governo Fanfani,Ministro del Bilancio,UGO,LA MALFA,male,legislatura 03
V Governo De Gasperi,Ministro dell'Industria e Commercio,IVAN MATTEO,LOMBARDO,male,legislatura 01
I Governo Renzi,Vice Ministro delle Politiche agricole alimentari e forestali,ANDREA,OLIVERO,male,legislatura 17
I Governo Renzi,Vice Ministro delle Infrastrutture e dei trasporti,RICCARDO,NENCINI,male,legislatura 17
I Governo Renzi,Vice Ministro dell'Economia e delle finanze,ANTONIO ENRICO,MORANDO,male,legislatura 17
I Governo Renzi,Vice Ministro dell'Economia e delle finanze,LUIGI,CASERO,male,legislatura 17
I Governo Renzi,Vice ministro della giustizia,ENRICO,COSTA,male,legislatura 17
I Governo Renzi,Vice ministro dello sviluppo economico,CLAUDIO,DE VINCENTI,male,legislatura 17
I Governo Renzi,Vice ministro dello sviluppo economico,CARLO,CALENDA,male,legislatura 17
I Governo Renzi,Vice ministro degli affari esteri,LAPO,PISTELLI,male,legislatura 17
I Governo Renzi,Vice Ministro dell'Interno,FILIPPO,BUBBICO,male,legislatura 17
I Governo Renzi,Ministro degli Affari esteri e della cooperazione internazionale,FEDERICA,MOGHERINI,female,legislatura 17
IV Governo Fanfani,Ministro del Tesoro,ROBERTO,TREMELLONI,male,legislatura 03
V Governo De Gasperi,Ministro senza Portafoglio,ROBERTO,TREMELLONI,male,legislatura 01
II Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,EZIO,VIGORELLI,male,legislatura 03
II Governo Fanfani,Ministro dell'Interno,FERDINANDO,TAMBRONI ARMAROLI,male,legislatura 03
II Governo Segni,Ministro del Bilancio,FERDINANDO,TAMBRONI ARMAROLI,male,legislatura 03
II Governo Segni,Ministro del Tesoro,FERDINANDO,TAMBRONI ARMAROLI,male,legislatura 03
I Governo Tambroni,Ministro del Bilancio,FERDINANDO,TAMBRONI ARMAROLI,male,legislatura 03
I Governo Tambroni,Ministro del Commercio con l'Estero,MARIO,MARTINELLI,male,legislatura 03
III Governo Fanfani,Ministro del Commercio con l'Estero,MARIO,MARTINELLI,male,legislatura 03
I Governo Leone,Ministro delle Finanze,MARIO,MARTINELLI,male,legislatura 04
III Governo Fanfani,Ministro senza Portafoglio,GIUSEPPE,CODACCI PISANELLI,male,legislatura 03
IV Governo Fanfani,MInistro senza Portafoglio,GIUSEPPE,CODACCI PISANELLI,male,legislatura 03
I Governo Leone,Ministro senza Portafoglio,GIUSEPPE,CODACCI PISANELLI,male,legislatura 04
II Governo Fanfani,Ministro del Commercio con l'Estero,EMILIO,COLOMBO,male,legislatura 03
II Governo Segni,Ministro dell'Industria e Commercio,EMILIO,COLOMBO,male,legislatura 03
I Governo Tambroni,Ministro dell'Industria e Commercio,EMILIO,COLOMBO,male,legislatura 03
III Governo Fanfani,Ministro dell'Industria e Commercio,EMILIO,COLOMBO,male,legislatura 03
IV Governo Fanfani,Ministro dell'Industria e Commercio,EMILIO,COLOMBO,male,legislatura 03
I Governo Leone,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 04
I Governo Leone,Ministro del Lavoro e della Previdenza Sociale,UMBERTO,DELLE FAVE,male,legislatura 04
II Governo Fanfani,Ministro delle Partecipazioni Statali,EDGARDO,LAMI STARNUTI,male,legislatura 03
II Governo Segni,Ministro degli Affari Esteri,GIUSEPPE,PELLA,male,legislatura 03
III Governo Fanfani,Ministro del Bilancio,GIUSEPPE,PELLA,male,legislatura 03
V Governo De Gasperi,Ministro del Bilancio,GIUSEPPE,PELLA,male,legislatura 01
V Governo De Gasperi,Ministro del Tesoro,GIUSEPPE,PELLA,male,legislatura 01
II Governo Fanfani,Ministro degli Affari Esteri,AMINTORE,FANFANI,male,legislatura 03
IV Governo Fanfani,Ministro degli Affari Esteri,AMINTORE,FANFANI,male,legislatura 03
V Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,AMINTORE,FANFANI,male,legislatura 01
II Governo Fanfani,Ministro dell'Agricoltura e Foreste,MARIO,FERRARI AGGRADI,male,legislatura 03
II Governo Segni,Ministro delle Partecipazioni Statali,MARIO,FERRARI AGGRADI,male,legislatura 03
I Governo Tambroni,Ministro dei Trasporti,MARIO,FERRARI AGGRADI,male,legislatura 03
I Governo Tambroni,MInistro delle Partecipazioni Statali,MARIO,FERRARI AGGRADI,male,legislatura 03
IV Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,VIRGINIO,BERTINELLI,male,legislatura 03
I Governo Renzi,Ministro dei Beni e delle attività culturali e del turismo,DARIO,FRANCESCHINI,male,legislatura 17
I Governo Renzi,Ministro della Difesa,ROBERTA,PINOTTI,female,legislatura 17
I Governo Renzi,Ministro dell'Interno,ANGELINO,ALFANO,male,legislatura 17
I Governo Renzi,Ministro delle Infrastrutture e dei trasporti,MAURIZIO ENZO,LUPI,male,legislatura 17
IV Governo Fanfani,Ministro delle Poste e Telecomunicazioni,GUIDO,CORBELLINI,male,legislatura 03
V Governo De Gasperi,Ministro dei Trasporti,GUIDO,CORBELLINI,male,legislatura 01
V Governo De Gasperi,Ministro della Marina Mercantile,GUIDO,CORBELLINI,male,legislatura 01
IV Governo Fanfani,MInistro senza Portafoglio,GUIDO,CORBELLINI,male,legislatura 03
II Governo Fanfani,Ministro del Bilancio,GIUSEPPE,MEDICI,male,legislatura 03
II Governo Segni,Ministro della Pubblica Istruzione,GIUSEPPE,MEDICI,male,legislatura 03
I Governo Tambroni,Ministro della Pubblica Istruzione,GIUSEPPE,MEDICI,male,legislatura 03
IV Governo Fanfani,MInistro senza Portafoglio,GIUSEPPE,MEDICI,male,legislatura 03
II Governo Fanfani,Ministro della Sanità,VINCENZO,MONALDI,male,legislatura 03
III Governo Fanfani,Ministro delle Poste e Telecomunicazioni,LORENZO,SPALLINO,male,legislatura 03
IV Governo Fanfani,Ministro delle Poste e Telecomunicazioni,LORENZO,SPALLINO,male,legislatura 03
III Governo Fanfani,Ministro della Pubblica Istruzione,GIACINTO,BOSCO,male,legislatura 03
IV Governo Fanfani,Ministro di Grazia e Giustizia,GIACINTO,BOSCO,male,legislatura 03
II Governo Segni,Ministro della Sanità,CAMILLO,GIARDINA,male,legislatura 03
I Governo Tambroni,Ministro della Sanità,CAMILLO,GIARDINA,male,legislatura 03
III Governo Fanfani,Ministro della Sanità,CAMILLO,GIARDINA,male,legislatura 03
II Governo Fanfani,Ministro senza Portafoglio,CAMILLO,GIARDINA,male,legislatura 03
II Governo Fanfani,Ministro dell'Industria e Commercio,GIORGIO,BO,male,legislatura 03
III Governo Fanfani,Ministro delle Partecipazioni Statali,GIORGIO,BO,male,legislatura 03
IV Governo Fanfani,Ministro delle Partecipazioni Statali,GIORGIO,BO,male,legislatura 03
II Governo Segni,Ministro senza Portafoglio,GIORGIO,BO,male,legislatura 03
I Governo Tambroni,Ministro senza Portafoglio,GIORGIO,BO,male,legislatura 03
I Governo Tambroni,Ministro delle Finanze,GIUSEPPE,TRABUCCHI,male,legislatura 03
III Governo Fanfani,Ministro delle Finanze,GIUSEPPE,TRABUCCHI,male,legislatura 03
IV Governo Fanfani,Ministro delle Finanze,GIUSEPPE,TRABUCCHI,male,legislatura 03
I Governo Renzi,Ministro della Giustizia,ANDREA,ORLANDO,male,legislatura 17
I Governo Renzi,Ministro dell'Ambiente e della tutela del territorio e del mare,GIAN LUCA,GALLETTI,male,legislatura 17
I Governo Renzi,Ministro della Salute,BEATRICE,LORENZIN,female,legislatura 17
I Governo Renzi,Ministro per la Semplificazione e la pubblica amministrazione,MARIA ANNA,MADIA,female,legislatura 17
I Governo Renzi,Ministro degli Affari esteri,FEDERICA,MOGHERINI,female,legislatura 17
I Governo Renzi,Ministro per le Riforme costituzionali e i rapporti con il Parlamento,MARIA ELENA,BOSCHI,female,legislatura 17
I Governo Renzi,"Ministro dell'Istruzione, dell'università e della ricerca",STEFANIA,GIANNINI,female,legislatura 17
I Governo Renzi,Ministro delle Politiche agricole alimentari e forestali,MAURIZIO,MARTINA,male,legislatura 17
I Governo Renzi,Ministro dell'Economia e delle finanze,PIETRO CARLO,PADOAN,male,legislatura 17
I Governo Renzi,Ministro dello Sviluppo economico,FEDERICA,GUIDI,female,legislatura 17
I Governo Renzi,Ministro del Lavoro e delle politiche sociali,GIULIANO,POLETTI,male,legislatura 17
I Governo Renzi,Ministro senza portafoglio per gli affari regionali,MARIA CARMELA,LANZETTA,female,legislatura 17
IV Governo Fanfani,Ministro della Pubblica Istruzione,LUIGI,GUI,male,legislatura 03
II Governo Fanfani,Ministro della Pubblica Istruzione,ALDO,MORO,male,legislatura 03
II Governo Fanfani,Ministro delle Finanze,LUIGI,PRETI,male,legislatura 03
IV Governo Fanfani,Ministro del Commercio con l'Estero,LUIGI,PRETI,male,legislatura 03
II Governo Segni,Ministro dell'Agricoltura e Foreste,MARIANO,RUMOR,male,legislatura 03
I Governo Tambroni,Ministro dell'Agricoltura e Foreste,MARIANO,RUMOR,male,legislatura 03
III Governo Fanfani,Ministro dell'Agricoltura e Foreste,MARIANO,RUMOR,male,legislatura 03
IV Governo Fanfani,Ministro dell'Agricoltura e Foreste,MARIANO,RUMOR,male,legislatura 03
IV Governo Fanfani,Ministro delle Poste e Telecomunicazioni,CARLO,RUSSO,male,legislatura 03
I Governo Tambroni,Ministro dei Trasporti,FIORENTINO,SULLO,male,legislatura 03
III Governo Fanfani,Ministro del Lavoro e della Previdenza Sociale,FIORENTINO,SULLO,male,legislatura 03
IV Governo Fanfani,Ministro dei Lavori Pubblici,FIORENTINO,SULLO,male,legislatura 03
II Governo Segni,Ministro del Lavoro e della Previdenza Sociale,BENIGNO,ZACCAGNINI,male,legislatura 03
I Governo Tambroni,Ministro del Lavoro e della Previdenza Sociale,BENIGNO,ZACCAGNINI,male,legislatura 03
III Governo Fanfani,Ministro dei Lavori Pubblici,BENIGNO,ZACCAGNINI,male,legislatura 03
II Governo Segni,Ministro del Commercio con l'Estero,RINALDO,DEL BO,male,legislatura 03
II Governo Fanfani,Ministro senza Portafoglio,RINALDO,DEL BO,male,legislatura 03
III Governo Fanfani,Ministro del Turismo e Spettacolo,ALBERTO,FOLCHI,male,legislatura 03
IV Governo Fanfani,Ministro del Turismo e Spettacolo,ALBERTO,FOLCHI,male,legislatura 03
V Governo De Gasperi,Ministro della Difesa,RANDOLFO,PACCIARDI,male,legislatura 01
I Governo Renzi,Ministro delle Infrastrutture e dei trasporti,MATTEO,RENZI,male,legislatura 17
I Governo Renzi,Ministro senza portafoglio,ENRICO,COSTA,male,legislatura 17
I Governo Renzi,Ministro dello sviluppo economico,MATTEO,RENZI,male,legislatura 17
I Governo Renzi,Vice Ministro dell'Economia e delle finanze,ENRICO,ZANETTI,male,legislatura 17
I Governo Renzi,Ministro senza portafoglio per gli affari regionali e per le autonomie,MARIA CARMELA,LANZETTA,female,legislatura 17
I Governo Renzi,Vice Ministro dello Sviluppo economico,TERESA,BELLANOVA,female,legislatura 17
I Governo Renzi,Vice Ministro degli Affari esteri e della cooperazione internazionale,MARIO,GIRO,male,legislatura 17
I Governo Renzi,Ministro degli Affari esteri e della cooperazione internazionale,PAOLO,GENTILONI SILVERI,male,legislatura 17
I Governo Renzi,Ministro delle Infrastrutture e dei trasporti,GRAZIANO,DELRIO,male,legislatura 17
I Governo Renzi,Ministro per gli Affari regionali e le autonomie,ENRICO,COSTA,male,legislatura 17
I Governo Renzi,Ministro dello Sviluppo economico,CARLO,CALENDA,male,legislatura 17
I Governo Moro,Ministro del Commercio con l'Estero,BERNARDO,MATTARELLA,male,legislatura 04
II Governo Moro,Ministro del Commercio con l'Estero,BERNARDO,MATTARELLA,male,legislatura 04
I Governo Moro,Ministro senza Portafoglio,GIULIO,PASTORE,male,legislatura 04
II Governo Moro,Ministro senza Portafoglio,GIULIO,PASTORE,male,legislatura 04
III Governo Moro,Ministro senza Portafoglio,GIULIO,PASTORE,male,legislatura 04
VI Governo De Gasperi,Ministro della Marina Mercantile,ALBERTO,SIMONINI,male,legislatura 01
VI Governo De Gasperi,Ministro dell'Africa Italiana,ALCIDE,DE GASPERI,male,legislatura 01
II Governo Leone,Ministro di Grazia e Giustizia,GUIDO,GONELLA,male,legislatura 05
VI Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,male,legislatura 01
I Governo Moro,Ministro dei Trasporti e dell'Aviazione Civile,ANGELO RAFFAELE,JERVOLINO,male,legislatura 04
II Governo Moro,Ministro dei Trasporti e dell'Aviazione Civile,ANGELO RAFFAELE,JERVOLINO,male,legislatura 04
I Governo Rumor,Ministro degli Affari Esteri,PIETRO,NENNI,male,legislatura 05
I Governo Moro,Ministro senza Portafoglio,PIETRO,NENNI,male,legislatura 04
II Governo Moro,Ministro senza Portafoglio,PIETRO,NENNI,male,legislatura 04
III Governo Moro,Ministro senza Portafoglio,PIETRO,NENNI,male,legislatura 04
VI Governo De Gasperi,Ministro di Grazia e Giustizia,ATTILIO,PICCIONI,male,legislatura 01
I Governo Moro,Ministro senza Portafoglio,ATTILIO,PICCIONI,male,legislatura 04
II Governo Moro,Ministro senza Portafoglio,ATTILIO,PICCIONI,male,legislatura 04
III Governo Moro,Ministro senza Portafoglio,ATTILIO,PICCIONI,male,legislatura 04
II Governo Leone,Ministro senza Portafoglio,ATTILIO,PICCIONI,male,legislatura 05
I Governo Moro,Ministro degli Affari Esteri,GIUSEPPE,SARAGAT,male,legislatura 04
II Governo Moro,Ministro degli Affari Esteri,GIUSEPPE,SARAGAT,male,legislatura 04
VI Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,male,legislatura 01
I Governo Moro,Ministro della Difesa,GIULIO,ANDREOTTI,male,legislatura 04
II Governo Moro,Ministro della Difesa,GIULIO,ANDREOTTI,male,legislatura 04
III Governo Moro,MInistro dell'Industria e Commercio,GIULIO,ANDREOTTI,male,legislatura 04
III Governo Moro,"Ministro dell'Industria, Commercio e Artigianato",GIULIO,ANDREOTTI,male,legislatura 04
II Governo Leone,"Ministro dell'Industria, Commercio e Artigianato",GIULIO,ANDREOTTI,male,legislatura 05
VI Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,GIUSEPPE,SPATARO,male,legislatura 01
I Governo Moro,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,male,legislatura 04
II Governo Moro,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,male,legislatura 04
III Governo Moro,Ministro dell'Interno,PAOLO EMILIO,TAVIANI,male,legislatura 04
I Governo Rumor,Ministro senza Portafoglio,PAOLO EMILIO,TAVIANI,male,legislatura 05
II Governo Rumor,Ministro senza Portafoglio,PAOLO EMILIO,TAVIANI,male,legislatura 05
VI Governo De Gasperi,Ministro dell'Industria e Commercio,GIUSEPPE,TOGNI,male,legislatura 01
VI Governo De Gasperi,Ministro dei Lavori Pubblici,SALVATORE,ALDISIO,male,legislatura 01
VI Governo De Gasperi,Ministro dei Trasporti,PIETRO,CAMPILLI,male,legislatura 01
VI Governo De Gasperi,Ministro senza Portafoglio,PIETRO,CAMPILLI,male,legislatura 01
VI Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,ACHILLE,MARAZZA,male,legislatura 01
VI Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,male,legislatura 01
VI Governo De Gasperi,Ministro dei Trasporti,LODOVICO,D'ARAGONA,male,legislatura 01
VI Governo De Gasperi,Ministro degli Affari Esteri,CARLO,SFORZA,male,legislatura 01
II Governo Leone,Ministro senza Portafoglio,TIZIANO,TESSITORI,male,legislatura 05
VI Governo De Gasperi,Ministro delle Finanze,EZIO,VANONI,male,legislatura 01
VI Governo De Gasperi,Ministro del Commercio con l'Estero,UGO,LA MALFA,male,legislatura 01
VI Governo De Gasperi,Ministro senza Portafoglio,UGO,LA MALFA,male,legislatura 01
I Governo Rumor,Ministro della Marina Mercantile,GIUSEPPE,LUPIS,male,legislatura 05
I Governo Moro,Ministro di Grazia e Giustizia,ORONZO,REALE,male,legislatura 04
II Governo Moro,Ministro di Grazia e Giustizia,ORONZO,REALE,male,legislatura 04
III Governo Moro,Ministro di Grazia e Giustizia,ORONZO,REALE,male,legislatura 04
I Governo Rumor,Ministro delle Finanze,ORONZO,REALE,male,legislatura 05
VI Governo De Gasperi,Ministro del Commercio con l'Estero,IVAN MATTEO,LOMBARDO,male,legislatura 01
I Governo Moro,Ministro delle Finanze,ROBERTO,TREMELLONI,male,legislatura 04
II Governo Moro,Ministro delle Finanze,ROBERTO,TREMELLONI,male,legislatura 04
III Governo Moro,Ministro della Difesa,ROBERTO,TREMELLONI,male,legislatura 04
VI Governo De Gasperi,Ministro della Marina Mercantile,RAFFAELE PIO,PETRILLI,male,legislatura 01
VI Governo De Gasperi,Ministro senza Portafoglio,RAFFAELE PIO,PETRILLI,male,legislatura 01
II Governo Leone,Ministro senza Portafoglio,ITALO GIULIO,CAIATI,male,legislatura 05
III Governo Moro,Ministro dell'Agricoltura e Foreste,FRANCESCO,RESTIVO,male,legislatura 04
II Governo Leone,Ministro dell'Interno,FRANCESCO,RESTIVO,male,legislatura 05
I Governo Rumor,Ministro dell'Interno,FRANCESCO,RESTIVO,male,legislatura 05
II Governo Rumor,Ministro dell'Interno,FRANCESCO,RESTIVO,male,legislatura 05
I Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 04
II Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 04
III Governo Moro,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 04
II Governo Leone,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 05
II Governo Leone,Ministro del Bilancio e della Programmazione Economica,EMILIO,COLOMBO,male,legislatura 05
I Governo Rumor,Ministro del Tesoro,EMILIO,COLOMBO,male,legislatura 05
II Governo Rumor,MInistro del Tesoro,EMILIO,COLOMBO,male,legislatura 05
I Governo Moro,Ministro del Turismo e Spettacolo,ACHILLE,CORONA,male,legislatura 04
II Governo Moro,Ministro del Turismo e Spettacolo,ACHILLE,CORONA,male,legislatura 04
III Governo Moro,Ministro del Turismo e Spettacolo,ACHILLE,CORONA,male,legislatura 04
II Governo Moro,MInistro del Lavoro e della Previdenza Sociale,UMBERTO,DELLE FAVE,male,legislatura 04
I Governo Moro,Ministro senza Portafoglio,UMBERTO,DELLE FAVE,male,legislatura 04
I Governo Rumor,Ministro senza Portafoglio,EUGENIO,GATTO,male,legislatura 05
II Governo Rumor,MInistro senza Portafoglio,EUGENIO,GATTO,male,legislatura 05
II Governo Moro,Ministro dell'Industria e Commercio,EDGARDO,LAMI STARNUTI,male,legislatura 04
VI Governo De Gasperi,Ministro del Bilancio,GIUSEPPE,PELLA,male,legislatura 01
VI Governo De Gasperi,Ministro del Tesoro,GIUSEPPE,PELLA,male,legislatura 01
I Governo Moro,Ministro dei Lavori Pubblici,GIOVANNI,PIERACCINI,male,legislatura 04
II Governo Moro,Ministro del Bilancio,GIOVANNI,PIERACCINI,male,legislatura 04
III Governo Moro,Ministro del Bilancio,GIOVANNI,PIERACCINI,male,legislatura 04
III Governo Moro,Ministro del Bilancio e della Programmazione Economica,GIOVANNI,PIERACCINI,male,legislatura 04
I Governo Rumor,Ministro della Sanità,CAMILLO,RIPAMONTI,male,legislatura 05
II Governo Rumor,Ministro della Sanità,CAMILLO,RIPAMONTI,male,legislatura 05
II Governo Leone,Ministro della Pubblica Istruzione,GIOVANNI BATTISTA,SCAGLIA,male,legislatura 05
II Governo Rumor,Ministro del Turismo e Spettacolo,GIOVANNI BATTISTA,SCAGLIA,male,legislatura 05
II Governo Moro,Ministro senza Portafoglio,GIOVANNI BATTISTA,SCAGLIA,male,legislatura 04
III Governo Moro,Ministro senza Portafoglio,GIOVANNI BATTISTA,SCAGLIA,male,legislatura 04
I Governo Rumor,MInistro del Commercio con l'Estero,VITTORINO,COLOMBO,male,legislatura 05
II Governo Rumor,Ministro della Marina Mercantile,VITTORINO,COLOMBO,male,legislatura 05
I Governo Rumor,Ministro senza Portafoglio,FRANCESCO,DE MARTINO,male,legislatura 05
II Governo Moro,Ministro degli Affari Esteri,AMINTORE,FANFANI,male,legislatura 04
III Governo Moro,Ministro degli Affari Esteri,AMINTORE,FANFANI,male,legislatura 04
III Governo Moro,MInistro del Commercio con l'Estero,GIUSTO,TOLLOY,male,legislatura 04
I Governo Rumor,Ministro dell'Agricoltura e Foreste,ATHOS,VALSECCHI,male,legislatura 05
II Governo Rumor,Ministro delle Poste e Telecomunicazioni,ATHOS,VALSECCHI,male,legislatura 05
II Governo Rumor,Ministro del Lavoro e della Previdenza Sociale,CARLO,DONAT CATTIN,male,legislatura 05
I Governo Moro,Ministro dell'Agricoltura e Foreste,MARIO,FERRARI AGGRADI,male,legislatura 04
II Governo Moro,MInistro dell'Agricoltura e Foreste,MARIO,FERRARI AGGRADI,male,legislatura 04
II Governo Leone,Ministro delle Finanze,MARIO,FERRARI AGGRADI,male,legislatura 05
