persona,gender,legislatura,graduated
Giampiero_Pucciarini,male,legislatura07,no
Emilio_Pugno,male,legislatura07,no
Emilio_Pugno,male,legislatura08,no
Carlo_Ramella,male,legislatura07,no
Carlo_Ramella,male,legislatura08,no
Aurelio_Ciacci,male,legislatura06,no
Giovanni_Rossino,male,legislatura07,no
Giovanni_Rossino,male,legislatura08,no
Giovanni_Rossino,male,legislatura09,no
Armando_Sarti,male,legislatura07,no
Armando_Sarti,male,legislatura08,no
Armando_Sarti,male,legislatura09,no
Mauro_Savino,male,legislatura07,no
Tommaso_Sicolo,male,legislatura07,no
Tommaso_Sicolo,male,legislatura08,no
Agostino_Spataro,male,legislatura07,no
Agostino_Spataro,male,legislatura08,no
Agostino_Spataro,male,legislatura09,no
Altiero_Spinelli,male,legislatura07,no
Altiero_Spinelli,male,legislatura08,no
Giuseppe_Sposetti,male,legislatura07,no
Giuseppe_Sposetti,male,legislatura08,no
Rolando_Tamburini,male,legislatura07,no
Rolando_Tamburini,male,legislatura08,no
Nadir_Tedeschi,male,legislatura07,no
Nadir_Tedeschi,male,legislatura09,no
Aristide_Tesini,male,legislatura07,no
Aristide_Tesini,male,legislatura08,no
Francesco_Toni,male,legislatura07,no
Francesco_Toni,male,legislatura08,no
Giovanni_Torri,male,legislatura07,no
Giovanni_Torri,male,legislatura08,no
Aldo_Tozzetti,male,legislatura07,no
Aldo_Tozzetti,male,legislatura08,no
Giuseppe_Siro_Trezzini,male,legislatura07,no
Giuseppe_Siro_Trezzini,male,legislatura08,no
Antonio_Zavagnin,male,legislatura07,no
Antonio_Zavagnin,male,legislatura08,no
Domenico_Pinto,male,legislatura07,no
Domenico_Pinto,male,legislatura08,no
Michele_Cassano,male,legislatura06,no
Casimiro_Bonfiglio,male,legislatura07,no
Emidio_Bruni,male,legislatura05,no
Giuseppe_Bufardeci,male,legislatura02,no
Giuseppe_Bufardeci,male,legislatura03,no
Primo_Buzzetti,male,legislatura03,no
Primo_Buzzetti,male,legislatura04,no
Osvaldo_Cagnasso,male,legislatura01,no
Marino_Calvaresi,male,legislatura03,no
Marino_Calvaresi,male,legislatura04,no
Ettore_Calvi,male,legislatura02,no
Ettore_Calvi,male,legislatura03,no
Ettore_Calvi,male,legislatura04,no
Ettore_Calvi,male,legislatura05,no
Francesco_Candelli,male,legislatura02,no
Giulio_Cerreti,male,legislatura costituente,no
Giulio_Cerreti,male,legislatura01,no
Giulio_Cerreti,male,legislatura02,no
Giulio_Cerreti,male,legislatura03,no
Ennio_Cervellati,male,legislatura02,no
Alarico_Carrassi,male,legislatura03,no
Vincenzo_Casati,male,legislatura03,no
Onorio_Cengarle,male,legislatura03,no
Onorio_Cengarle,male,legislatura04,no
Aurelio_Colleoni,male,legislatura01,no
Aurelio_Colleoni,male,legislatura02,no
Aurelio_Colleoni,male,legislatura03,no
Aurelio_Colleoni,male,legislatura04,no
Arturo_Raffaello_Colombi,male,legislatura costituente,no
Arturo_Raffaello_Colombi,male,legislatura03,no
Renato_Colombo,male,legislatura03,no
Renato_Colombo,male,legislatura04,no
Angelo_Compagnoni,male,legislatura02,no
Angelo_Compagnoni,male,legislatura03,no
Fernando_De_Marzi,male,legislatura02,no
Fernando_De_Marzi,male,legislatura03,no
Fernando_De_Marzi,male,legislatura04,no
Luigi_Di_Paolantonio,male,legislatura02,no
Luigi_Di_Paolantonio,male,legislatura03,no
Giuseppe_Golinelli,male,legislatura03,no
Giuseppe_Golinelli,male,legislatura04,no
Ezio_Maria_Gray,male,legislatura02,no
Fausto_Maria_Liberatore,male,legislatura03,no
Dino_Limoni,male,legislatura03,no
Carlo_Lombardi,male,legislatura costituente,no
Carlo_Lombardi,male,legislatura01,no
Carlo_Lombardi,male,legislatura02,no
Orlando_Lucchi,male,legislatura03,no
Andrea_Marabini,male,legislatura01,no
Andrea_Marabini,male,legislatura02,no
Spartaco_Marangoni,male,legislatura02,no
Michele_Martina,male,legislatura03,no
Silvio_Mello_Grand,male,legislatura03,no
Alessandro_Menchinelli,male,legislatura03,no
Alessandro_Menchinelli,male,legislatura04,no
Mario_Montagnana,male,legislatura costituente,no
Mario_Montagnana,male,legislatura01,no
Mario_Montagnana,male,legislatura02,no
Otello_Montanari,male,legislatura03,no
Francesco_Moranino,male,legislatura costituente,no
Francesco_Moranino,male,legislatura01,no
Francesco_Moranino,male,legislatura02,no
Benedetto_Craxi,male,legislatura05,no
Benedetto_Craxi,male,legislatura06,no
Benedetto_Craxi,male,legislatura07,no
Benedetto_Craxi,male,legislatura08,no
Benedetto_Craxi,male,legislatura09,no
Benedetto_Craxi,male,legislatura10,no
Benedetto_Craxi,male,legislatura11,no
Pietro_Nenni,male,legislatura costituente,no
Pietro_Nenni,male,legislatura01,no
Pietro_Nenni,male,legislatura02,no
Pietro_Nenni,male,legislatura03,no
Pietro_Nenni,male,legislatura04,no
Pietro_Nenni,male,legislatura05,no
Adolfo_Loris_Cristofori,male,legislatura05,no
Adolfo_Loris_Cristofori,male,legislatura06,no
Adolfo_Loris_Cristofori,male,legislatura07,no
Adolfo_Loris_Cristofori,male,legislatura08,no
Adolfo_Loris_Cristofori,male,legislatura09,no
Adolfo_Loris_Cristofori,male,legislatura10,no
Adolfo_Loris_Cristofori,male,legislatura11,no
Narciso_Franco_Patrini,male,legislatura03,no
Narciso_Franco_Patrini,male,legislatura04,no
Narciso_Franco_Patrini,male,legislatura05,no
Secondo_Pessi,male,legislatura01,no
Secondo_Pessi,male,legislatura02,no
Luigi_Polano,male,legislatura01,no
Luigi_Polano,male,legislatura02,no
Luigi_Polano,male,legislatura03,no
Anselmo_Pucci,male,legislatura03,no
Antonio_Roasio,male,legislatura01,no
Antonio_Roasio,male,legislatura02,no
Antonio_Romeo,male,legislatura03,no
Luigi_Ruggeri,male,legislatura costituente,no
Walter_Sacchetti,male,legislatura01,no
Walter_Sacchetti,male,legislatura02,no
Enrico_Sailis,male,legislatura01,no
Ezio_Santarelli,male,legislatura03,no
Remo_Scappini,male,legislatura01,no
Remo_Scappini,male,legislatura02,no
Sergio_Scarpa,male,legislatura costituente,no
Sergio_Scarpa,male,legislatura01,no
Sergio_Scarpa,male,legislatura02,no
Sergio_Scarpa,male,legislatura03,no
Sergio_Scarpa,male,legislatura04,no
Franco_Bonferroni,male,legislatura08,no
Franco_Bonferroni,male,legislatura09,no
Franco_Bonferroni,male,legislatura10,no
Giorgio_Bornacin,male,legislatura14,no
Francesco_Bosi,male,legislatura15,no
Francesco_Bosi,male,legislatura16,no
Giuseppe_Camo,male,legislatura14,no
Bruno_Cazzaro,male,legislatura14,no
Francesco_Scotti,male,legislatura costituente,no
Francesco_Scotti,male,legislatura01,no
Francesco_Scotti,male,legislatura02,no
Stefano_Cusumano,male,legislatura14,no
Riccardo_De_Corato,male,legislatura15,no
Riccardo_De_Corato,male,legislatura16,no
Riccardo_De_Corato,male,legislatura19,no
Giovanni_Lorenzo_Forcieri,male,legislatura16,no
Nicola_Fusillo,male,legislatura14,no
Basilio_Germana',male,legislatura14,no
Basilio_Germana',male,legislatura15,no
Francesco_Ferrarotti,male,legislatura03,no
Carlo_Ceruti,male,legislatura04,no
Carlo_Ceruti,male,legislatura05,no
Ivone_Chinello,male,legislatura05,no
Giovanni_Casola,male,legislatura05,no
Renato_Cebrelli,male,legislatura05,no
Domenico_Conte,male,legislatura05,no
Domenico_Conte,male,legislatura06,no
Vito_Damico,male,legislatura05,no
Vito_Damico,male,legislatura06,no
Vincenzo_Corghi,male,legislatura04,no
Vincenzo_Corghi,male,legislatura05,no
Vincenzo_Corghi,male,legislatura06,no
Vincenzo_Corghi,male,legislatura07,no
Giuseppe_De_Grazia,male,legislatura04,no
Giancarlo_Ferri,male,legislatura04,no
Giancarlo_Ferri,male,legislatura05,no
Beniamino_Finocchiaro,male,legislatura04,no
Gaetano_Illuminati,male,legislatura04,no
Giuseppe_Costamagna,male,legislatura06,no
Giuseppe_Costamagna,male,legislatura07,no
Giuseppe_Costamagna,male,legislatura08,no
Nello_Lusoli,male,legislatura04,no
Attilio_Manenti,male,legislatura04,no
Dario_Mengozzi,male,legislatura04,no
Dario_Mengozzi,male,legislatura05,no
Vittorio_Naldini,male,legislatura04,no
Renato_Ognibene,male,legislatura04,no
Renato_Ognibene,male,legislatura05,no
Vasco_Palazzeschi,male,legislatura04,no
Ennio_Palmitessa,male,legislatura05,no
Franco_Pasini,male,legislatura05,no
Sergio_Cuminetti,male,legislatura06,no
Sergio_Cuminetti,male,legislatura07,no
Sergio_Cuminetti,male,legislatura08,no
Pasquale_Poerio,male,legislatura04,no
Giulio_Cesare_Polotti,male,legislatura05,no
Gianfranco_Rossinovich,male,legislatura04,no
Gianfranco_Rossinovich,male,legislatura05,no
Mauro_Santoni,male,legislatura05,no
Aldo_D'alessio,male,legislatura04,no
Aldo_D'alessio,male,legislatura05,no
Aldo_D'alessio,male,legislatura06,no
Aldo_D'alessio,male,legislatura07,no
Luigi_Covatta,male,legislatura08,no
Loris_Scricciolo,male,legislatura04,no
Michele_Florino,male,legislatura09,no
Elio_Fontana,male,legislatura08,no
Antonino_Senese,male,legislatura05,no
Luigi_Granelli,male,legislatura05,no
Luigi_Granelli,male,legislatura06,no
Luigi_Granelli,male,legislatura07,no
Francesco_Soliano,male,legislatura03,no
Francesco_Soliano,male,legislatura04,no
Riccardo_Minardo,male,legislatura15,no
Pasquale_Specchio,male,legislatura05,no
Cesare_Pozzo,male,legislatura02,no
Aldo_Preda,male,legislatura14,no
Carlo_Rognoni,male,legislatura14,no
Ugo_Sposetti,male,legislatura15,no
Ugo_Sposetti,male,legislatura16,no
Vincenzo_Squicciarini,male,legislatura05,no
Leo_Valiani,male,legislatura costituente,no
Luigi_Tagliaferri,male,legislatura04,no
Luigi_Tagliaferri,male,legislatura05,no
Luigi_Borsari,male,legislatura04,no
Giuseppe_Togni,male,legislatura costituente,no
Giuseppe_Togni,male,legislatura01,no
Giuseppe_Togni,male,legislatura02,no
Giuseppe_Togni,male,legislatura03,no
Giuseppe_Togni,male,legislatura04,no
Giusto_Tolloy,male,legislatura01,no
Giusto_Tolloy,male,legislatura02,no
Mario_Toros,male,legislatura03,no
Mario_Toros,male,legislatura04,no
Mario_Toros,male,legislatura05,no
Attilio_Trebbi,male,legislatura03,no
Gianni_Usvardi,male,legislatura04,no
Gianni_Usvardi,male,legislatura05,no
Salvatore_Valitutti,male,legislatura04,no
Alcide_Vecchi,male,legislatura05,no
Luigi_D'angelo,male,legislatura05,no
Luigi_D'angelo,male,legislatura06,no
Giorgio_Vestri,male,legislatura03,no
Giorgio_Vestri,male,legislatura04,no
Vittorio_Vidali,male,legislatura03,no
Roberto_Cicciomessere,male,legislatura07,no
Roberto_Cicciomessere,male,legislatura08,no
Roberto_Cicciomessere,male,legislatura09,no
Roberto_Cicciomessere,male,legislatura10,no
Roberto_Cicciomessere,male,legislatura11,no
Massimo_Abbatangelo,male,legislatura08,no
Massimo_Abbatangelo,male,legislatura09,no
Massimo_Abbatangelo,male,legislatura10,no
Massimo_Abbatangelo,male,legislatura11,no
Natale_Amodeo,male,legislatura08,no
Natale_Amodeo,male,legislatura09,no
Natale_Amodeo,male,legislatura10,no
Vitale_Artese,male,legislatura08,no
Vitale_Artese,male,legislatura09,no
Vitale_Artese,male,legislatura10,no
Paolo_Babbini,male,legislatura08,no
Paolo_Babbini,male,legislatura10,no
Paolo_Babbini,male,legislatura11,no
Antonio_D'auria,male,legislatura05,no
Antonio_D'auria,male,legislatura06,no
Giancarlo_Binelli,male,legislatura08,no
Giancarlo_Binelli,male,legislatura09,no
Giancarlo_Binelli,male,legislatura10,no
Felice_Borgoglio,male,legislatura08,no
Felice_Borgoglio,male,legislatura09,no
Felice_Borgoglio,male,legislatura10,no
Felice_Borgoglio,male,legislatura11,no
Silvano_Costi,male,legislatura08,no
Silvano_Costi,male,legislatura09,no
Silvano_Costi,male,legislatura10,no
Mario_Dal_Castello,male,legislatura08,no
Mario_Dal_Castello,male,legislatura09,no
Mario_Dal_Castello,male,legislatura10,no
Mario_Dal_Castello,male,legislatura11,no
Giuseppe_Degennaro,male,legislatura08,no
Giuseppe_Degennaro,male,legislatura09,no
Giuseppe_Degennaro,male,legislatura10,no
Giuseppe_Degennaro,male,legislatura11,no
Enrico_Ermelli_Cupelli,male,legislatura08,no
Enrico_Ermelli_Cupelli,male,legislatura09,no
Enrico_Ermelli_Cupelli,male,legislatura10,no
Luciano_Faraguti,male,legislatura08,no
Luciano_Faraguti,male,legislatura09,no
Luciano_Faraguti,male,legislatura10,no
Luciano_Faraguti,male,legislatura11,no
Luigi_Foti,male,legislatura08,no
Luigi_Foti,male,legislatura09,no
Luigi_Foti,male,legislatura10,no
Luigi_Foti,male,legislatura11,no
Giorgio_Gangi,male,legislatura08,no
Giorgio_Gangi,male,legislatura09,no
Giorgio_Gangi,male,legislatura10,no
Andrea_Geremicca,male,legislatura08,no
Andrea_Geremicca,male,legislatura09,no
Andrea_Geremicca,male,legislatura10,no
Alfonso_Gianni,male,legislatura08,no
Alfonso_Gianni,male,legislatura09,no
Alfonso_Gianni,male,legislatura14,no
Alfonso_Gianni,male,legislatura15,no
Dino_Madaudo,male,legislatura08,no
Dino_Madaudo,male,legislatura09,no
Dino_Madaudo,male,legislatura10,no
Dino_Madaudo,male,legislatura11,no
Viller_Manfredini,male,legislatura08,no
Viller_Manfredini,male,legislatura09,no
Viller_Manfredini,male,legislatura10,no
Ugo_Martinat,male,legislatura08,no
Ugo_Martinat,male,legislatura09,no
Ugo_Martinat,male,legislatura10,no
Ugo_Martinat,male,legislatura11,no
Ugo_Martinat,male,legislatura12,no
Ugo_Martinat,male,legislatura13,no
Ugo_Martinat,male,legislatura14,no
Rino_Serri,male,legislatura08,no
Rino_Serri,male,legislatura09,no
Alfredo_Erpete,male,legislatura07,no
Angelo_Pezzana,male,legislatura07,no
Giulio_Bellini,male,legislatura08,no
Giulio_Bellini,male,legislatura09,no
Antonio_Bernardi,male,legislatura08,no
Antonio_Bernardi,male,legislatura09,no
Luigi_Boggio,male,legislatura08,no
Luigi_Buccico,male,legislatura08,no
Vasco_Calonaci,male,legislatura08,no
Vasco_Calonaci,male,legislatura09,no
Giuseppe_Ceni,male,legislatura08,no
Giovanni_Cuojati,male,legislatura08,no
Giovanni_Cuojati,male,legislatura09,no
Domenico_De_Simone,male,legislatura08,no
Riccardo_Di_Corato,male,legislatura08,no
Arnaldo_Di_Giovanni,male,legislatura08,no
Arnaldo_Di_Giovanni,male,legislatura09,no
Orlando_Fabbri,male,legislatura08,no
Orlando_Fabbri,male,legislatura09,no
Antonio_Falconio,male,legislatura08,no
Baldassarre_Furnari,male,legislatura08,no
Giovanni_Gaiti,male,legislatura08,no
Mario_Giuliano,male,legislatura08,no
Giuliano_Gradi,male,legislatura08,no
Giuliano_Gradi,male,legislatura09,no
Michele_Graduata,male,legislatura08,no
Michele_Graduata,male,legislatura09,no
Domenico_Mennitti,male,legislatura08,no
Domenico_Mennitti,male,legislatura09,no
Domenico_Mennitti,male,legislatura10,no
Giovanni_Motetta,male,legislatura08,no
Giovanni_Motetta,male,legislatura09,no
Giovanni_Motetta,male,legislatura10,no
Giovanni_Nonne,male,legislatura08,no
Giovanni_Nonne,male,legislatura09,no
Giovanni_Nonne,male,legislatura10,no
Giovanni_Nonne,male,legislatura11,no
Giovanni_Pellegatta,male,legislatura08,no
Giovanni_Pellegatta,male,legislatura09,no
Giovanni_Pellegatta,male,legislatura10,no
Franco_Proietti,male,legislatura08,no
Franco_Proietti,male,legislatura09,no
Franco_Proietti,male,legislatura10,no
Mario_Raffaelli,male,legislatura08,no
Mario_Raffaelli,male,legislatura09,no
Mario_Raffaelli,male,legislatura10,no
Mario_Raffaelli,male,legislatura11,no
Gianni_Ravaglia,male,legislatura08,no
Gianni_Ravaglia,male,legislatura09,no
Gianni_Ravaglia,male,legislatura10,no
Gianni_Ravaglia,male,legislatura11,no
Giuseppe_Rubinacci,male,legislatura08,no
Giuseppe_Rubinacci,male,legislatura09,no
Giuseppe_Rubinacci,male,legislatura10,no
Ermido_Santi,male,legislatura05,no
Ermido_Santi,male,legislatura08,no
Nino_Sospiri,male,legislatura08,no
Nino_Sospiri,male,legislatura09,no
Nino_Sospiri,male,legislatura10,no
Nino_Sospiri,male,legislatura11,no
Nino_Sospiri,male,legislatura12,no
Nino_Sospiri,male,legislatura13,no
Nino_Sospiri,male,legislatura14,no
Luigi_Silvestro_Anderlini,male,legislatura03,no
Luigi_Silvestro_Anderlini,male,legislatura04,no
Luigi_Silvestro_Anderlini,male,legislatura06,no
Gianfranco_Tagliabue,male,legislatura08,no
Gianfranco_Tagliabue,male,legislatura09,no
Gianfranco_Tagliabue,male,legislatura10,no
Ferruccio_De_Michieli_Vitturi,male,legislatura03,no
Ferruccio_De_Michieli_Vitturi,male,legislatura06,no
Ferruccio_De_Michieli_Vitturi,male,legislatura09,no
Michele_Viscardi,male,legislatura08,no
Michele_Viscardi,male,legislatura09,no
Michele_Viscardi,male,legislatura10,no
Michele_Viscardi,male,legislatura11,no
Riccardo_Ravagnan,male,legislatura costituente,no
Riccardo_Ravagnan,male,legislatura03,no
Agostino_Novella,male,legislatura costituente,no
Agostino_Novella,male,legislatura01,no
Agostino_Novella,male,legislatura02,no
Agostino_Novella,male,legislatura03,no
Agostino_Novella,male,legislatura04,no
Agostino_Novella,male,legislatura05,no
Novello_Pallanti,male,legislatura08,no
Novello_Pallanti,male,legislatura09,no
Novello_Pallanti,male,legislatura10,no
Renzo_De_Vidovich,male,legislatura06,no
Paolo_Tringali,male,legislatura08,no
Paolo_Tringali,male,legislatura09,no
Paolo_Tringali,male,legislatura12,no
Paolo_Tringali,male,legislatura13,no
Renato_Alpini,male,legislatura09,no
Renato_Alpini,male,legislatura10,no
Gianfranco_Astori,male,legislatura09,no
Gianfranco_Astori,male,legislatura10,no
Gianfranco_Astori,male,legislatura11,no
Michele_Di_Giesi,male,legislatura06,no
Michele_Di_Giesi,male,legislatura07,no
Michele_Di_Giesi,male,legislatura08,no
Michele_Di_Giesi,male,legislatura09,no
Nedo_Barzanti,male,legislatura09,no
Nedo_Barzanti,male,legislatura10,no
Nedo_Barzanti,male,legislatura11,no
Nedo_Barzanti,male,legislatura12,no
Mario_Vincenzo_Di_Gioia,male,legislatura06,no
Gianfrancesco_Borghini,male,legislatura09,no
Gianfrancesco_Borghini,male,legislatura10,no
Riccardo_Bruzzani,male,legislatura09,no
Riccardo_Bruzzani,male,legislatura10,no
Luigi_Bulleri,male,legislatura09,no
Luigi_Bulleri,male,legislatura10,no
Severino_Lucano_Cannelonga,male,legislatura09,no
Severino_Lucano_Cannelonga,male,legislatura10,no
Milziade_Silvio_Caprili,male,legislatura09,no
Milziade_Silvio_Caprili,male,legislatura10,no
Milziade_Silvio_Caprili,male,legislatura11,no
Luigi_Castagnola,male,legislatura09,no
Luigi_Castagnola,male,legislatura10,no
Luigi_Castagnola,male,legislatura11,no
Antonio_Ciancio,male,legislatura09,no
Antonio_Ciancio,male,legislatura10,no
Sergio_Coloni,male,legislatura09,no
Sergio_Coloni,male,legislatura10,no
Sergio_Coloni,male,legislatura11,no
Giuseppe_Crippa,male,legislatura09,no
Giuseppe_Crippa,male,legislatura10,no
Francesco_De_Carli,male,legislatura09,no
Francesco_De_Carli,male,legislatura10,no
Marcello_Di_Puccio,male,legislatura05,no
Marcello_Di_Puccio,male,legislatura06,no
Renato_Donazzon,male,legislatura09,no
Renato_Donazzon,male,legislatura10,no
Franco_Fausti,male,legislatura09,no
Franco_Fausti,male,legislatura10,no
Franco_Fausti,male,legislatura11,no
Giovanni_Ferrara,male,legislatura09,no
Giovanni_Ferrara,male,legislatura10,no
Giulio_Ferrarini,male,legislatura09,no
Giulio_Ferrarini,male,legislatura10,no
Giulio_Ferrarini,male,legislatura11,no
Carlo_Donat_Cattin,male,legislatura03,no
Carlo_Donat_Cattin,male,legislatura04,no
Carlo_Donat_Cattin,male,legislatura05,no
Carlo_Donat_Cattin,male,legislatura06,no
