Governo,Ministro,nome,cognome,legislatura_modificata
I Governo Dini,Ministro del Lavoro e della previdenza sociale,TIZIANO,TREU,legislatura 12
I Governo Berlusconi,Ministro del Tesoro,LAMBERTO,DINI,legislatura 12
I Governo Dini,Ministro del Tesoro,LAMBERTO,DINI,legislatura 12
I Governo Dini,Ministro di Grazia e giustizia,LAMBERTO,DINI,legislatura 12
VI Governo Andreotti,Ministro senza Portafoglio,ANTONIO,MACCANICO,legislatura 10
VI Governo Andreotti,Ministro senza Portafoglio per gli Affari regionali e i problemi istituzionali,ANTONIO,MACCANICO,legislatura 10
I Governo Dini,Ministro della Pubblica istruzione,GIANCARLO,LOMBARDI,legislatura 12
I Governo Dini,Ministro di Grazia e giustizia,FILIPPO,MANCUSO,legislatura 12
I Governo Berlusconi,Ministro del Bilancio e della Programmazione economica,GIANCARLO,PAGLIARINI,legislatura 12
I Governo Dini,Ministro del Bilancio e della programmazione economica,AUGUSTO,FANTOZZI,legislatura 12
I Governo Dini,Ministro delle Finanze,AUGUSTO,FANTOZZI,legislatura 12
I Governo Dini,Ministro senza portafoglio per le Politiche dell'Unione Europea,AUGUSTO,FANTOZZI,legislatura 12
VI Governo Andreotti,Ministro della Difesa,VIRGINIO,ROGNONI,legislatura 10
VII Governo Andreotti,Ministro della Difesa,VIRGINIO,ROGNONI,legislatura 10
VI Governo Andreotti,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,PIER LUIGI,ROMITA,legislatura 10
VII Governo Andreotti,Ministro senza Portafoglio per il coordinamento delle politiche comunitarie,PIER LUIGI,ROMITA,legislatura 10
VI Governo Andreotti,Ministro dell'Interno,VINCENZO,SCOTTI,legislatura 10
VII Governo Andreotti,Ministro dell'Interno,VINCENZO,SCOTTI,legislatura 10
I Governo Amato,Ministro degli Affari esteri,VINCENZO,SCOTTI,legislatura 11
I Governo Amato,Ministro dei Trasporti,GIANCARLO,TESINI,legislatura 11
I Governo Amato,Ministro della Marina Mercantile,GIANCARLO,TESINI,legislatura 11
VI Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",ADOLFO,BATTAGLIA,legislatura 10
VII Governo Andreotti,Ministro dell'Agricoltura e Foreste,GIOVANNI,GORIA,legislatura 10
I Governo Amato,Ministro delle Finanze,GIOVANNI,GORIA,legislatura 11
VI Governo Andreotti,Ministro della Pubblica Istruzione,GERARDO,BIANCO,legislatura 10
VII Governo Andreotti,"Ministro dell'Industria, Commercio e Artigianato",GUIDO,BODRATO,legislatura 10
I Governo Pella,Ministro delle Finanze,EZIO,VANONI,legislatura 02
I Governo Pella,Ministro del Commercio con l'Estero,COSTANTINO,BRESCIANI TURRONI,legislatura 02
I Governo Pella,Ministro dell'Industria e Commercio,PIERO,MALVESTITI,legislatura 02
I Governo Pella,Ministro della Marina Mercantile,FERDINANDO,TAMBRONI ARMAROLI,legislatura 02
II Governo Berlusconi,Vice Ministro delle Infrastrutture e dei trasporti,MARIO,TASSONE,legislatura 14
I Governo Prodi,Ministro della Pubblica istruzione,LUIGI,BERLINGUER,legislatura 13
I Governo Prodi,Ministro dell'Università e della Ricerca scientifica e tecnologica,LUIGI,BERLINGUER,legislatura 13
I Governo D'Alema,Ministro della Pubblica istruzione,LUIGI,BERLINGUER,legislatura 13
II Governo D'Alema,Ministro della Pubblica istruzione,LUIGI,BERLINGUER,legislatura 13
I Governo Pella,Ministro del Bilancio,GIUSEPPE,PELLA,legislatura 02
I Governo Pella,Ministro degli Affari Esteri,GIUSEPPE,PELLA,legislatura 02
I Governo Prodi,Ministro dei Lavori Pubblici,ANTONIO,DI PIETRO,legislatura 13
I Governo Pella,Ministro dell'Interno,AMINTORE,FANFANI,legislatura 02
I Governo D'Alema,Ministro senza portafoglio per i Rapporti con il Parlamento,GIAN GUIDO,FOLLONI,legislatura 13
II Governo Berlusconi,Ministro senza portafoglio per gli Affari regionali,ENRICO,LA LOGGIA,legislatura 14
I Governo Prodi,"Ministro delle Risorse agricole, alimentari e forestali",MICHELE,PINTO,legislatura 13
I Governo Prodi,Ministro delle Politiche Agricole,MICHELE,PINTO,legislatura 13
I Governo D'Alema,Ministro del Lavoro e della Previdenza sociale,CESARE,SALVI,legislatura 13
II Governo D'Alema,Ministro del Lavoro e della previdenza sociale,CESARE,SALVI,legislatura 13
II Governo Amato,Ministro del Lavoro e della Previdenza sociale,CESARE,SALVI,legislatura 13
I Governo D'Alema,Ministro della Difesa,CARLO LUIGI,SCOGNAMIGLIO PASINI,legislatura 13
I Governo D'Alema,Ministro dell'Università e ricerca scientifica e tecnologica,ORTENSIO,ZECCHINO,legislatura 13
II Governo D'Alema,Ministro dell'Universita' e della ricerca scientifica e tecnologica,ORTENSIO,ZECCHINO,legislatura 13
II Governo Amato,Ministro dell'Università e della ricerca scientifica e tecnologica,ORTENSIO,ZECCHINO,legislatura 13
I Governo Prodi,Ministro senza portafoglio per la Funzione pubblica,FRANCO,BASSANINI,legislatura 13
I Governo Prodi,Ministro senza portafoglio per gli Affari regionali,FRANCO,BASSANINI,legislatura 13
II Governo D'Alema,Ministro senza Portafoglio per la Funzione pubblica,FRANCO,BASSANINI,legislatura 13
II Governo Amato,Ministro senza portafoglio per la Funzione pubblica,FRANCO,BASSANINI,legislatura 13
II Governo Berlusconi,Vice Ministro delle Infrastrutture e dei trasporti,UGO,MARTINAT,legislatura 14
I Governo D'Alema,"Ministro del Tesoro, bilancio e alla programmazione economica",GIULIANO,AMATO,legislatura 13
II Governo D'Alema,"Ministro del Tesoro, bilancio e programmazione economica",GIULIANO,AMATO,legislatura 13
II Governo Amato,Ministro dell'Universita' e della ricerca scientifica e tecnologica,GIULIANO,AMATO,legislatura 13
II Governo Amato,Ministro degli Affari esteri,GIULIANO,AMATO,legislatura 13
I Governo D'Alema,Ministro senza portafoglio per le Riforme istituzionali,GIULIANO,AMATO,legislatura 13
I Governo Prodi,Ministro della Difesa,BENIAMINO,ANDREATTA,legislatura 13
I Governo D'Alema,Ministro senza portafoglio per le Pari opportunità,LAURA,BALBO,legislatura 13
II Governo D'Alema,Ministro senza portafoglio per le Pari opportunità,LAURA,BALBO,legislatura 13
II Governo Berlusconi,Ministro degli Affari esteri,GIANFRANCO,FINI,legislatura 14
II Governo D'Alema,Ministro della Difesa,SERGIO,MATTARELLA,legislatura 13
II Governo Amato,Ministro della Difesa,SERGIO,MATTARELLA,legislatura 13
II Governo Berlusconi,Ministro dell'Ambiente e della tutela del territorio,ALTERO,MATTEOLI,legislatura 14
II Governo Berlusconi,Vice Ministro all'Ambiente e alla tutela del territorio,FRANCESCO,NUCARA,legislatura 14
I Governo Prodi,Ministro delle Finanze,VINCENZO ALFONSO,VISCO,legislatura 13
I Governo D'Alema,Ministro delle Finanze,VINCENZO ALFONSO,VISCO,legislatura 13
II Governo D'Alema,Ministro delle Finanze,VINCENZO ALFONSO,VISCO,legislatura 13
II Governo Amato,"Ministro del Tesoro, bilancio e della programmazione economica",VINCENZO ALFONSO,VISCO,legislatura 13
I Governo Pella,Ministro del Lavoro e della Previdenza Sociale,LEOPOLDO,RUBINACCI,legislatura 02
I Governo D'Alema,Ministro del Lavoro e della  Previdenza sociale,ANTONIO,BASSOLINO,legislatura 13
II Governo D'Alema,Ministro dei Lavori pubblici,WILLER,BORDON,legislatura 13
II Governo Amato,Ministro dell'Ambiente,WILLER,BORDON,legislatura 13
I Governo D'Alema,Ministro delle Comunicazioni,SALVATORE,CARDINALE,legislatura 13
II Governo D'Alema,Ministro delle Comunicazioni,SALVATORE,CARDINALE,legislatura 13
II Governo Amato,Ministro delle Comunicazioni,SALVATORE,CARDINALE,legislatura 13
I Governo Prodi,Ministro senza portafoglio per le Pari opportunità,ANNA,FINOCCHIARO,legislatura 13
II Governo D'Alema,Ministro senza Portafoglio per i Rapporti con Il Parlamento,AGAZIO,LOIERO,legislatura 13
II Governo Amato,Ministro senza portafoglio per gli Affari regionali,AGAZIO,LOIERO,legislatura 13
I Governo D'Alema,Ministro senza portafoglio per gli Affari regionali,KATIA,BELLILLO,legislatura 13
II Governo D'Alema,Ministro senza Portafoglio per gli Affari regionali,KATIA,BELLILLO,legislatura 13
II Governo Amato,Ministro senza portafoglio per le Pari opportunità,KATIA,BELLILLO,legislatura 13
I Governo Prodi,"Ministro dell'Industria, commercio e artigianato",PIER LUIGI,BERSANI,legislatura 13
I Governo D'Alema,"Ministro dell'Industria, commercio e artigianato",PIER LUIGI,BERSANI,legislatura 13
II Governo D'Alema,Ministro dei Trasporti e della navigazione,PIER LUIGI,BERSANI,legislatura 13
II Governo Amato,Ministro dei Trasporti e della navigazione,PIER LUIGI,BERSANI,legislatura 13
I Governo Prodi,Ministro del Tesoro,CARLO AZEGLIO,CIAMPI,legislatura 13
I Governo Prodi,Ministro del Bilancio e della programmazione economica,CARLO AZEGLIO,CIAMPI,legislatura 13
I Governo D'Alema,"Ministro del Tesoro, bilancio e alla programmazione economica",CARLO AZEGLIO,CIAMPI,legislatura 13
I Governo Prodi,Ministro dei Lavori Pubblici,PAOLO,COSTA,legislatura 13
I Governo D'Alema,Ministro delle Politiche agricole,PAOLO,DE CASTRO,legislatura 13
II Governo D'Alema,Ministro delle Politiche agricole e forestali,PAOLO,DE CASTRO,legislatura 13
I Governo Prodi,Ministro di Grazia e giustizia,GIOVANNI MARIA,FLICK,legislatura 13
II Governo D'Alema,"Ministro dell'Industria, commercio e artigianato",ENRICO,LETTA,legislatura 13
II Governo Amato,"Ministro dell'Industria, commercio, artigianato e commercio con l'estero",ENRICO,LETTA,legislatura 13
I Governo D'Alema,MInistro senza portafoglio per le Politiche comunitarie,ENRICO,LETTA,legislatura 13
II Governo Amato,Ministro della Pubblica istruzione,TULLIO,DE MAURO,legislatura 13
II Governo Amato,Ministro della Sanità,UMBERTO,VERONESI,legislatura 13
II Governo Amato,Ministro dell'Ambiente,GIANNI FRANCESCO,MATTIOLI,legislatura 13
II Governo Amato,Ministro senza portafoglio per le Politiche comunitarie,GIANNI FRANCESCO,MATTIOLI,legislatura 13
II Governo Berlusconi,Ministro degli Affari esteri,RENATO,RUGGIERO,legislatura 14
II Governo Berlusconi,Ministro delle Infrastrutture e dei trasporti,PIETRO,LUNARDI,legislatura 14
II Governo Berlusconi,"Ministro dell'Istruzione, dell'università e della ricerca",LETIZIA,MORATTI,legislatura 14
II Governo Berlusconi,Ministro della Sanità,GIROLAMO,SIRCHIA,legislatura 14
II Governo Berlusconi,Ministro della Salute,GIROLAMO,SIRCHIA,legislatura 14
II Governo Berlusconi,Ministro senza portafoglio per l'Innovazione e le tecnologie,LUCIO,STANCA,legislatura 14
II Governo Berlusconi,Vice Ministro dell'Economia e delle finanze,MARIO,BALDASSARRI,legislatura 14
II Governo Berlusconi,Ministro senza portafoglio per la Funzione pubblica,LUIGI,MAZZELLA,legislatura 14
I Governo Pella,Ministro del Tesoro,SILVIO,GAVA,legislatura 02
I Governo Pella,Ministro dell'Agricoltura e Foreste,ROCCO,SALOMONE,legislatura 02
I Governo Pella,Ministro di Grazia e Giustizia,ANTONIO,AZARA,legislatura 02
I Governo Pella,Ministro delle Poste e Telecomunicazioni,MODESTO,PANETTI,legislatura 02
II Governo Berlusconi,Ministro dell'economia e delle finanze,DOMENICO,SINISCALCO,legislatura 14
I Governo D'Alema,Ministro senza portafoglio per la Funzione pubblica,ANGELO,PIAZZA,legislatura 13
II Governo Amato,Ministro del Lavoro e della Previdenza sociale,LIVIA,TURCO,legislatura 13
I Governo Prodi,Ministro senza portafoglio per la Solidarietà sociale,LIVIA,TURCO,legislatura 13
I Governo D'Alema,Ministro senza portafoglio per la Solidarietà sociale,LIVIA,TURCO,legislatura 13
II Governo D'Alema,Ministro senza Portafoglio per la Solidarietà sociale,LIVIA,TURCO,legislatura 13
II Governo Amato,Ministro senza portafoglio per la Solidarietà sociale,LIVIA,TURCO,legislatura 13
I Governo Prodi,Ministro dei Beni culturali e ambientali,WALTER,VELTRONI,legislatura 13
II Governo D'Alema,Ministro dell'Interno,VINCENZO,BIANCO,legislatura 13
II Governo Amato,Ministro dell'Interno,VINCENZO,BIANCO,legislatura 13
II Governo Berlusconi,Ministro senza portafoglio per le Riforme istituzionali e la devoluzione,UMBERTO,BOSSI,legislatura 14
II Governo Berlusconi,Ministro senza portafoglio per le Riforme istituzionali e la devoluzione,ROBERTO,CALDEROLI,legislatura 14
II Governo Berlusconi,"Vice Ministro all'Istruzione, all'università e alla ricerca",STEFANO,CALDORO,legislatura 14
II Governo Berlusconi,Ministro della Giustizia,ROBERTO,CASTELLI,legislatura 14
II Governo Berlusconi,Ministro delle Comunicazioni,MAURIZIO,GASPARRI,legislatura 14
II Governo Berlusconi,Ministro senza portafoglio per i Rapporti con il Parlamento,CARLO AMEDEO,GIOVANARDI,legislatura 14
II Governo Berlusconi,"Ministro del Lavoro, della salute e delle politiche sociali",ROBERTO ERNESTO,MARONI,legislatura 14
II Governo Berlusconi,Ministro del Lavoro e delle politiche sociali,ROBERTO ERNESTO,MARONI,legislatura 14
II Governo Amato,Ministro delle Politiche agricole e forestali,ALFONSO,PECORARO SCANIO,legislatura 13
II Governo Berlusconi,Ministro delle Politiche agricole e forestali,GIOVANNI,ALEMANNO,legislatura 14
II Governo Berlusconi,Ministro senza portafoglio per la Funzione pubblica,MARIO,BACCINI,legislatura 14
II Governo Berlusconi,Ministro dell'economia e delle finanze,SILVIO,BERLUSCONI,legislatura 14
II Governo Berlusconi,Ministro degli Affari esteri,SILVIO,BERLUSCONI,legislatura 14
I Governo Prodi,Ministro della Sanità,ROSARIA,BINDI,legislatura 13
I Governo D'Alema,Ministro della Sanità,ROSARIA,BINDI,legislatura 13
II Governo D'Alema,Ministro della Sanità,ROSARIA,BINDI,legislatura 13
II Governo Berlusconi,Ministro senza portafoglio per le Politiche comunitarie,ROCCO,BUTTIGLIONE,legislatura 14
II Governo Amato,Ministro delle Finanze,OTTAVIANO,DEL TURCO,legislatura 13
I Governo D'Alema,Ministro della Giustizia,OLIVIERO,DILIBERTO,legislatura 13
I Governo D'Alema,Ministro di Grazia e giustizia,OLIVIERO,DILIBERTO,legislatura 13
II Governo D'Alema,Ministro della Giustizia,OLIVIERO,DILIBERTO,legislatura 13
I Governo D'Alema,Ministro del Commercio con l'estero,PIERO FRANCO,FASSINO,legislatura 13
II Governo D'Alema,Ministro del Commercio con l'estero,PIERO FRANCO,FASSINO,legislatura 13
II Governo Amato,Ministro della Giustizia,PIERO FRANCO,FASSINO,legislatura 13
I Governo D'Alema,Ministro dell'Interno,ROSA,JERVOLINO RUSSO,legislatura 13
II Governo Berlusconi,Ministro della Difesa,ANTONIO,MARTINO,legislatura 14
II Governo Berlusconi,Vice Ministro ai Beni e alle attività culturali,ANTONIO,MARTUSCIELLO,legislatura 14
I Governo D'Alema,Ministro dei Beni e delle attività culturali,GIOVANNA,MELANDRI,legislatura 13
II Governo D'Alema,Ministro dei Beni e delle attività culturali,GIOVANNA,MELANDRI,legislatura 13
II Governo Amato,Ministro dei Beni e delle attività culturali,GIOVANNA,MELANDRI,legislatura 13
II Governo Berlusconi,Vice Ministro dell'Economia e delle finanze,GIOVANNI,MICCICHE',legislatura 14
II Governo Berlusconi,Ministro senza portafoglio per le Pari opportunità,STEFANIA,PRESTIGIACOMO,legislatura 14
II Governo Berlusconi,Ministro dell'Economia e delle finanze,GIULIO CARLO DANILO,TREMONTI,legislatura 14
II Governo Berlusconi,Ministro per i Beni e le attività culturali,GIULIANO,URBANI,legislatura 14
II Governo Berlusconi,Vice Ministro delle Attività produttive,ADOLFO,URSO,legislatura 14
II Governo D'Alema,Ministro senza Portafoglio per le Politiche comunitarie,PATRIZIA,TOIA,legislatura 13
II Governo Amato,Ministro senza portafoglio per i Rapporti con il Parlamento,PATRIZIA,TOIA,legislatura 13
I Governo Prodi,Ministro dell'Interno,GIORGIO,NAPOLITANO,legislatura 13
II Governo Berlusconi,Ministro dell'Interno,GIUSEPPE,PISANU,legislatura 14
II Governo Berlusconi,Ministro senza portafoglio per l'Attuazione del programma di governo,GIUSEPPE,PISANU,legislatura 14
II Governo Berlusconi,Ministro degli Affari esteri,FRANCO,FRATTINI,legislatura 14
II Governo Berlusconi,Ministro senza portafoglio per la Funzione pubblica,FRANCO,FRATTINI,legislatura 14
II Governo Berlusconi,Ministro dell'Interno,CLAUDIO,SCAJOLA,legislatura 14
II Governo Berlusconi,Ministro senza portafoglio per l'Attuazione del programma di governo,CLAUDIO,SCAJOLA,legislatura 14
I Governo Prodi,Ministro dei Trasporti e della navigazione,CLAUDIO,BURLANDO,legislatura 13
II Governo Amato,Ministro dei Lavori pubblici,NERIO,NESI,legislatura 13
I Governo Prodi,Ministro del Lavoro e della previdenza sociale,TIZIANO,TREU,legislatura 13
I Governo D'Alema,Ministro dei Trasporti e della navigazione,TIZIANO,TREU,legislatura 13
I Governo Prodi,Ministro degli Affari esteri,LAMBERTO,DINI,legislatura 13
I Governo D'Alema,Ministro degli Affari esteri,LAMBERTO,DINI,legislatura 13
II Governo D'Alema,Ministro degli Affari esteri,LAMBERTO,DINI,legislatura 13
II Governo Amato,Ministro degli Affari esteri,LAMBERTO,DINI,legislatura 13
I Governo Prodi,Ministro delle Poste e telecomunicazioni,ANTONIO,MACCANICO,legislatura 13
I Governo Prodi,Ministro delle Comunicazioni,ANTONIO,MACCANICO,legislatura 13
I Governo D'Alema,Ministro senza portafoglio per le Riforme istituzionali,ANTONIO,MACCANICO,legislatura 13
II Governo D'Alema,Ministro senza Portafoglio per le Riforme istituzionali,ANTONIO,MACCANICO,legislatura 13
II Governo Amato,Ministro senza Portafoglio per le Riforme istituzionali,ANTONIO,MACCANICO,legislatura 13
II Governo Berlusconi,Ministro delle Attività produttive,ANTONIO,MARZANO,legislatura 14
I Governo Prodi,Ministro del Commercio con l'estero,AUGUSTO,FANTOZZI,legislatura 13
II Governo Berlusconi,"Vice Ministro dell'Istruzione, dell'università e della ricerca",GUIDO,POSSA,legislatura 14
I Governo D'Alema,Ministro dei Lavori Pubblici,ENRICO LUIGI,MICHELI,legislatura 13
II Governo Berlusconi,Ministro senza portafoglio per gli Italiani nel mondo,PIERANTONIO MIRKO,TREMAGLIA,legislatura 14
I Governo Prodi,Ministro dell'Ambiente,EDOARDO,RONCHI,legislatura 13
I Governo D'Alema,Ministro dell'Ambiente,EDOARDO,RONCHI,legislatura 13
II Governo D'Alema,Ministro dell'Ambiente,EDOARDO,RONCHI,legislatura 13
I Governo Prodi,Ministro senza portafoglio per i Rapporti con il Parlamento,GIORGIO,BOGI,legislatura 13
II Governo De Gasperi,Ministro dell'Assistenza post-bellica,EMILIO,SERENI,legislatura costituente
III Governo De Gasperi,Ministro dei Lavori Pubblici,EMILIO,SERENI,legislatura costituente
I Governo De Gasperi,Ministro dell'Agricoltura e Foreste,FAUSTO,GULLO,legislatura costituente
II Governo De Gasperi,Ministro di Grazia e Giustizia,FAUSTO,GULLO,legislatura costituente
III Governo De Gasperi,Ministro di Grazia e Giustizia,FAUSTO,GULLO,legislatura costituente
IV Governo De Gasperi,Ministro della Marina Mercantile,PAOLO,CAPPA,legislatura costituente
I Governo Fanfani,Ministro dei Trasporti,BERNARDO,MATTARELLA,legislatura 02
IV Governo De Gasperi,Ministro di Grazia e Giustizia,GIUSEPPE,GRASSI,legislatura costituente
I Governo De Gasperi,Ministro degli Affari Esteri,ALCIDE,DE GASPERI,legislatura costituente
I Governo De Gasperi,Ministro per l'Africa italiana,ALCIDE,DE GASPERI,legislatura costituente
II Governo De Gasperi,Ministro dell'Interno,ALCIDE,DE GASPERI,legislatura costituente
II Governo De Gasperi,Ministro degli Affari Esteri,ALCIDE,DE GASPERI,legislatura costituente
II Governo De Gasperi,Ministro per l'Africa Italiana,ALCIDE,DE GASPERI,legislatura costituente
III Governo De Gasperi,Ministro per l'Africa italiana,ALCIDE,DE GASPERI,legislatura costituente
IV Governo De Gasperi,Ministro per l'Africa italiana,ALCIDE,DE GASPERI,legislatura costituente
I Governo De Gasperi,Ministro dell'Aeronautica,MARIO,CEVOLOTTO,legislatura costituente
I Governo De Gasperi,Ministro di Grazia e Giustizia,PALMIRO,TOGLIATTI,legislatura costituente
I Governo Fanfani,Ministro delle Poste e Telecomunicazioni,GENNARO,CASSIANI,legislatura 02
II Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,legislatura costituente
III Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,legislatura costituente
IV Governo De Gasperi,Ministro della Pubblica Istruzione,GUIDO,GONELLA,legislatura costituente
I Governo De Gasperi,Ministro dell'Industria e Commercio,GIOVANNI,GRONCHI,legislatura costituente
I Governo De Gasperi,Ministro per la Costituente,PIETRO,NENNI,legislatura costituente
II Governo De Gasperi,Ministro degli Affari Esteri,PIETRO,NENNI,legislatura costituente
II Governo De Gasperi,Ministro senza Portafoglio,PIETRO,NENNI,legislatura costituente
I Governo Fanfani,Ministro degli Affari Esteri,ATTILIO,PICCIONI,legislatura 02
IV Governo De Gasperi,Ministro senza Portafoglio,GIUSEPPE,SARAGAT,legislatura costituente
I Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,MARIO,SCELBA,legislatura costituente
II Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,MARIO,SCELBA,legislatura costituente
III Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,legislatura costituente
IV Governo De Gasperi,Ministro dell'Interno,MARIO,SCELBA,legislatura costituente
I Governo Fanfani,Ministro dell'Interno,GIULIO,ANDREOTTI,legislatura 02
I Governo Fanfani,Ministro della Difesa,PAOLO EMILIO,TAVIANI,legislatura 02
IV Governo De Gasperi,Ministro dell'Industria e Commercio,GIUSEPPE,TOGNI,legislatura costituente
IV Governo De Gasperi,Ministro senza Portafoglio,GIUSEPPE,TOGNI,legislatura costituente
II Governo De Gasperi,Ministro della Marina Mercantile,SALVATORE,ALDISIO,legislatura costituente
III Governo De Gasperi,Ministro della Marina Mercantile,SALVATORE,ALDISIO,legislatura costituente
I Governo Fanfani,Ministro dell'Industria e Commercio,SALVATORE,ALDISIO,legislatura 02
II Governo De Gasperi,Ministro del Commercio con l'Estero,PIETRO,CAMPILLI,legislatura costituente
III Governo De Gasperi,Ministro delle Finanze e Tesoro,PIETRO,CAMPILLI,legislatura costituente
I Governo Fanfani,Ministro senza Portafoglio,PIETRO,CAMPILLI,legislatura 02
II Governo De Gasperi,Ministro senza Portafoglio,GINO,MACRELLI,legislatura costituente
II Governo De Gasperi,Ministro della Marina Mercantile,GIUSEPPE,MICHELI,legislatura costituente
I Governo De Gasperi,Ministro dell'Interno,GIUSEPPE,ROMITA,legislatura costituente
II Governo De Gasperi,Ministro dei Lavori Pubblici,GIUSEPPE,ROMITA,legislatura costituente
III Governo De Gasperi,Ministro del Lavoro e della Previdenza sociale,GIUSEPPE,ROMITA,legislatura costituente
II Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,legislatura costituente
III Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,legislatura costituente
IV Governo De Gasperi,Ministro dell'Agricoltura e Foreste,ANTONIO,SEGNI,legislatura costituente
I Governo De Gasperi,Ministro del Lavoro e della Previdenza Sociale,GAETANO,BARBARESCHI,legislatura costituente
II Governo De Gasperi,Ministro del Tesoro,GIOVANNI BATTISTA,BERTONE,legislatura costituente
I Governo De Gasperi,Ministro senza portafoglio,ALBERTO,CIANCA,legislatura costituente
II Governo De Gasperi,Ministro dell'Aeronautica,MARIO,CINGOLANI,legislatura costituente
IV Governo De Gasperi,Ministro della Difesa,MARIO,CINGOLANI,legislatura costituente
II Governo De Gasperi,Ministro del Lavoro e della Previdenza sociale,LODOVICO,D'ARAGONA,legislatura costituente
IV Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,LODOVICO,D'ARAGONA,legislatura costituente
IV Governo De Gasperi,Ministro delle Finanze e Tesoro,LUIGI,EINAUDI,legislatura costituente
IV Governo De Gasperi,Ministro del Bilancio,LUIGI,EINAUDI,legislatura costituente
II Governo De Gasperi,Ministro della Guerra,CIPRIANO,FACCHINETTI,legislatura costituente
IV Governo De Gasperi,Ministro della Difesa,CIPRIANO,FACCHINETTI,legislatura costituente
I Governo De Gasperi,Ministro dell'Assistenza post-bellica,LUIGI,GASPAROTTO,legislatura costituente
III Governo De Gasperi,Ministro della Difesa,LUIGI,GASPAROTTO,legislatura costituente
I Governo De Gasperi,Ministro per la Consulta Nazionale,EMILIO,LUSSU,legislatura costituente
I Governo De Gasperi,Ministro senza Portafoglio,EMILIO,LUSSU,legislatura costituente
IV Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,UMBERTO,MERLIN,legislatura costituente
I Governo Fanfani,Ministro dei Lavori Pubblici,UMBERTO,MERLIN,legislatura 02
I Governo De Gasperi,Ministro della Pubblica Istruzione,ENRICO,MOLE',legislatura costituente
II Governo De Gasperi,Ministro dell'Industria e del Commercio,RODOLFO,MORANDI,legislatura costituente
III Governo De Gasperi,Ministro delll'Industria e Commercio,RODOLFO,MORANDI,legislatura costituente
I Governo De Gasperi,Ministro delle Finanze,MAURO,SCOCCIMARRO,legislatura costituente
II Governo De Gasperi,Ministro delle Finanze,MAURO,SCOCCIMARRO,legislatura costituente
III Governo De Gasperi,Ministro degli Affari Esteri,CARLO,SFORZA,legislatura costituente
IV Governo De Gasperi,Ministro degli Affari Esteri,CARLO,SFORZA,legislatura costituente
IV Governo De Gasperi,Ministro dei Lavori Pubblici,UMBERTO,TUPINI,legislatura costituente
I Governo Fanfani,Ministro senza Portafoglio,UMBERTO,TUPINI,legislatura 02
III Governo De Gasperi,Ministro del Commercio con l'Estero,EZIO,VANONI,legislatura costituente
I Governo Fanfani,Ministro del Bilancio,EZIO,VANONI,legislatura 02
IV Governo De Gasperi,Ministro del Commercio con l'Estero,CESARE,MERZAGORA,legislatura costituente
I Governo De Gasperi,Ministro dei Lavori Pubblici,LEONE,CATTANI,legislatura costituente
I Governo De Gasperi,Ministro del Commercio con l'Estero,MARIO,BRACCI,legislatura costituente
I Governo De Gasperi,Ministro della Marina,RAFFAELE,DE COURTEN,legislatura costituente
I Governo Fanfani,Ministro delle Finanze,ADONE,ZOLI,legislatura 02
I Governo Fanfani,Ministro di Grazia e Giustizia,MICHELE,DE PIETRO,legislatura 02
I Governo De Gasperi,Ministro della Ricostruzione,UGO,LA MALFA,legislatura costituente
I Governo De Gasperi,Ministro del Commercio con l'Estero,UGO,LA MALFA,legislatura costituente
I Governo De Gasperi,Ministro dei Trasporti,RICCARDO,LOMBARDI,legislatura costituente
I Governo De Gasperi,Ministro del Tesoro,EPICARMO,CORBINO,legislatura costituente
II Governo De Gasperi,Ministro del Tesoro,EPICARMO,CORBINO,legislatura costituente
I Governo Fanfani,Ministro della Pubblica Istruzione,EGIDIO,TOSATO,legislatura 02
IV Governo De Gasperi,Ministro dell'Industria e Commercio,ROBERTO,TREMELLONI,legislatura costituente
I Governo Fanfani,Ministro della Marina Mercantile,FERDINANDO,TAMBRONI ARMAROLI,legislatura 02
III Governo De Gasperi,Ministro delle Poste e Telecomunicazioni,LUIGI,CACCIATORE,legislatura costituente
II Governo Prodi,Ministro del Commercio internazionale,EMMA,BONINO,legislatura 15
II Governo Prodi,Ministro senza portafoglio per le Politiche europee,EMMA,BONINO,legislatura 15
II Governo Prodi,Ministro senza portafoglio,EMMA,BONINO,legislatura 15
II Governo Prodi,Ministro della Giustizia,MARIO CLEMENTE,MASTELLA,legislatura 15
III Governo Berlusconi,Vice Ministro delle Infrastrutture e dei trasporti,MARIO,TASSONE,legislatura 14
IV Governo De Gasperi,Ministro delle Finanze,GIUSEPPE,PELLA,legislatura costituente
II Governo Prodi,Ministro delle Infrastrutture,ANTONIO,DI PIETRO,legislatura 15
