Persona,legislatura,graduated
Bianca_Gelli,9,yes
Anna_Nenna,10,yes
Anna_Nenna,11,yes
Anna_Nenna,9,yes
Anna_Maria_Nucci,10,yes
Anna_Maria_Nucci,11,yes
Anna_Maria_Nucci,9,yes
Adriana_Poli_Bortone,10,yes
Adriana_Poli_Bortone,11,yes
Adriana_Poli_Bortone,12,yes
Adriana_Poli_Bortone,13,yes
Adriana_Poli_Bortone,9,yes
Silvia_Costa,10,yes
Silvia_Costa,11,yes
Silvia_Costa,9,yes
Elisabetta_Conci,costituente,yes
Elisabetta_Conci,1,yes
Elisabetta_Conci,2,yes
Elisabetta_Conci,3,yes
Elisabetta_Conci,4,yes
Tina_Anselmi,10,yes
Tina_Anselmi,5,yes
Tina_Anselmi,6,yes
Tina_Anselmi,7,yes
Tina_Anselmi,8,yes
Tina_Anselmi,9,yes
Carole_Jane_Beebe,10,yes
Carole_Jane_Beebe,11,yes
Carole_Jane_Beebe,12,yes
Laura_Cima,10,yes
Laura_Cima,14,yes
Anna_Finocchiaro,10,yes
Anna_Finocchiaro,11,yes
Anna_Finocchiaro,12,yes
Anna_Finocchiaro,13,yes
Anna_Finocchiaro,14,yes
Lucia_Fronza,10,yes
Lucia_Fronza,11,yes
Battistina_Fumagalli_Carulli,10,yes
Battistina_Fumagalli_Carulli,11,yes
Battistina_Fumagalli_Carulli,12,yes
Maria_Rita_Lorenzetti,10,yes
Maria_Rita_Lorenzetti,11,yes
Maria_Rita_Lorenzetti,12,yes
Maria_Rita_Lorenzetti,13,yes
Nadia_Masini,10,yes
Nadia_Masini,11,yes
Nadia_Masini,12,yes
Katia_Bellillo,14,yes
Katia_Bellillo,15,yes
Anna_Maria_Leone,14,yes
Francesca_Martini,14,yes
Francesca_Martini,16,yes
Carmen_Motta,14,yes
Carmen_Motta,15,yes
Carmen_Motta,16,yes
Dorina_Bianchi,14,yes
Dorina_Bianchi,15,yes
Dorina_Bianchi,17,yes
Franca_Bimbi,14,yes
Franca_Bimbi,15,yes
Raffaella_Mariani,14,yes
Raffaella_Mariani,15,yes
Raffaella_Mariani,17,yes
Raffaella_Mariani,16,yes
Gabriella_Mondello,14,yes
Gabriella_Mondello,15,yes
Gabriella_Mondello,16,yes
Roberta_Pinotti,14,yes
Roberta_Pinotti,15,yes
Jole_Santelli,14,yes
Jole_Santelli,15,yes
Jole_Santelli,16,yes
Jole_Santelli,17,yes
Jole_Santelli,18,yes
Gabriella_Carlucci,14,yes
Gabriella_Carlucci,15,yes
Gabriella_Carlucci,16,yes
Erminia_Mazzoni,14,yes
Erminia_Mazzoni,15,yes
Monica_Stefania_Baldi,14,yes
Isabella_Bertolini,14,yes
Isabella_Bertolini,15,yes
Isabella_Bertolini,16,yes
Beatrice_Maria_Magnolfi,14,yes
